row_id,itemid,label,abbreviation,dbsource,linksto,category,unitname,param_type,conceptid
178,177,Epidural Appearance,,carevue,chartevents,,,,
179,178,Epidural Bolus,,carevue,chartevents,,,,
180,179,Epidural Location,,carevue,chartevents,,,,
181,180,Epidural Medication,,carevue,chartevents,,,,
182,181,Epidural Total Dose,,carevue,chartevents,,,,
183,182,Extubation Date,,carevue,chartevents,,,,
184,183,Eye Care,,carevue,chartevents,,,,
185,184,Eye Opening,,carevue,chartevents,,,,
186,185,FIO2 Alarm-High,,carevue,chartevents,,,,
187,186,FIO2 Alarm-Low,,carevue,chartevents,,,,
188,187,Family Communication,,carevue,chartevents,,,,
189,188,Femoral Pulse [Right],,carevue,chartevents,,,,
190,189,FiO2 (Analyzed),,carevue,chartevents,,,,
191,190,FiO2 Set,,carevue,chartevents,,,,
192,191,FiO2/O2 Delivered,,carevue,chartevents,,,,
193,192,Filter Pressure mmHg,,carevue,chartevents,,,,
194,193,Flatus,,carevue,chartevents,,,,
195,194,Flow-By (lpm),,carevue,chartevents,,,,
196,195,Flow-by Sensitivity,,carevue,chartevents,,,,
197,196,Foley Care,,carevue,chartevents,,,,
198,197,Follows Commands,,carevue,chartevents,,,,
199,198,GCS Total,,carevue,chartevents,,,,
200,199,GI [Guaiac],,carevue,chartevents,,,,
201,200,GI Intub #1 [Type],,carevue,chartevents,,,,
202,201,GI Intub #2 [Type],,carevue,chartevents,,,,
203,202,GI#1 Tube PlaceCheck,,carevue,chartevents,,,,
204,203,GI#1 Tube [Status],,carevue,chartevents,,,,
205,204,GI#2 Tube PlaceCheck,,carevue,chartevents,,,,
206,205,GI#2 Tube [Status],,carevue,chartevents,,,,
207,206,GU Cath Insert Date,,carevue,chartevents,,,,
208,207,GU Catheter Size,,carevue,chartevents,,,,
209,208,Gag Reflex,,carevue,chartevents,,,,
210,209,Graft/Flap Pulse,,carevue,chartevents,,,,
211,210,HOB,,carevue,chartevents,,,,
212,211,Heart Rate,,carevue,chartevents,,,,
213,212,Heart Rhythm,,carevue,chartevents,,,,
214,213,Heart Sounds,,carevue,chartevents,,,,
215,216,Height of Bed,,carevue,chartevents,,,,
216,217,Heparin Dose,,carevue,chartevents,,,,
217,218,High Insp. Pressure,,carevue,chartevents,,,,
218,219,High Resp. Rate,,carevue,chartevents,,,,
219,221,I:E Ratio,,carevue,chartevents,,,,
220,222,I:E Ratio-Calculated,,carevue,chartevents,,,,
221,223,I:E Ratio-TCPCV,,carevue,chartevents,,,,
222,224,IABP Mean,,carevue,chartevents,,,,
223,225,IABP setting,,carevue,chartevents,,,,
224,226,ICP,,carevue,chartevents,,,,
225,227,INV Line#1 D/C Date,,carevue,chartevents,,,,
226,228,INV Line#1 Site Date,,carevue,chartevents,,,,
227,229,INV Line#1 [Type],,carevue,chartevents,,,,
228,230,INV Line#1 Zero/Cal,,carevue,chartevents,,,,
229,231,INV Line#1InsertDate,,carevue,chartevents,,,,
230,232,INV Line#1SiteAppear,,carevue,chartevents,,,,
231,233,INV Line#2 D/C Date,,carevue,chartevents,,,,
232,234,INV Line#2 Site Date,,carevue,chartevents,,,,
233,235,INV Line#2 [Type],,carevue,chartevents,,,,
234,236,INV Line#2 Zero/Cal,,carevue,chartevents,,,,
235,237,INV Line#2InsertDate,,carevue,chartevents,,,,
236,238,INV Line#2SiteAppear,,carevue,chartevents,,,,
237,239,INV Line#3 D/C Date,,carevue,chartevents,,,,
238,240,INV Line#3 Site Date,,carevue,chartevents,,,,
239,241,INV Line#3 [Type],,carevue,chartevents,,,,
240,242,INV Line#3 Zero/Cal,,carevue,chartevents,,,,
241,243,INV Line#3InsertDate,,carevue,chartevents,,,,
242,244,INV Line#3SiteAppear,,carevue,chartevents,,,,
243,245,INV Line#4 D/C Date,,carevue,chartevents,,,,
244,246,INV Line#4 Site Date,,carevue,chartevents,,,,
245,247,INV Line#4 [Type],,carevue,chartevents,,,,
246,248,INV Line#4 Zero/Cal,,carevue,chartevents,,,,
247,249,INV Line#4InsertDate,,carevue,chartevents,,,,
248,250,INV Line#4SiteAppear,,carevue,chartevents,,,,
249,251,INV Line#5 D/C Date,,carevue,chartevents,,,,
250,252,INV Line#5 Site Date,,carevue,chartevents,,,,
251,253,INV Line#5 [Type],,carevue,chartevents,,,,
252,254,INV Line#5 Zero/Cal,,carevue,chartevents,,,,
253,255,INV Line#5InsertDate,,carevue,chartevents,,,,
254,256,INV Line#5SiteAppear,,carevue,chartevents,,,,
255,257,INV Line#6 D/C Date,,carevue,chartevents,,,,
256,258,INV Line#6 Site Date,,carevue,chartevents,,,,
257,259,INV Line#6 [Type],,carevue,chartevents,,,,
258,260,INV Line#6 Zero/Cal,,carevue,chartevents,,,,
259,261,INV Line#6InsertDate,,carevue,chartevents,,,,
260,262,INV Line#6SiteAppear,,carevue,chartevents,,,,
261,263,INV Line#7 D/C Date,,carevue,chartevents,,,,
262,264,INV Line#7 Site Date,,carevue,chartevents,,,,
263,265,INV Line#7 [Type],,carevue,chartevents,,,,
264,266,INV Line#7 Zero/Cal,,carevue,chartevents,,,,
265,267,INV Line#7InsertDate,,carevue,chartevents,,,,
266,268,INV Line#7SiteAppear,,carevue,chartevents,,,,
267,269,INV Line#8 D/C Date,,carevue,chartevents,,,,
268,270,INV Line#8 Site Date,,carevue,chartevents,,,,
269,271,INV Line#8 [Type],,carevue,chartevents,,,,
270,272,INV Line#8 Zero/Cal,,carevue,chartevents,,,,
271,273,INV Line#8InsertDate,,carevue,chartevents,,,,
272,274,INV Line#8SiteAppear,,carevue,chartevents,,,,
273,283,INV#1 WaveformAppear,,carevue,chartevents,,,,
274,284,INV#2 WaveformAppear,,carevue,chartevents,,,,
275,285,INV#3 WaveformAppear,,carevue,chartevents,,,,
276,286,INV#4 WaveformAppear,,carevue,chartevents,,,,
277,287,INV#5 WaveformAppear,,carevue,chartevents,,,,
278,288,INV#6 WaveformAppear,,carevue,chartevents,,,,
279,289,INV#7 WaveformAppear,,carevue,chartevents,,,,
280,290,INV#8 WaveformAppear,,carevue,chartevents,,,,
281,291,IV #1 D/C Date,,carevue,chartevents,,,,
282,292,IV #1 Insert Date,,carevue,chartevents,,,,
283,294,IV #1 [Site],,carevue,chartevents,,,,
284,295,IV #2 D/C Date,,carevue,chartevents,,,,
285,296,IV #2 Insert Date,,carevue,chartevents,,,,
286,297,IV #2 [Site],,carevue,chartevents,,,,
287,298,IV #3 D/C Date,,carevue,chartevents,,,,
288,299,IV #3 Insert Date,,carevue,chartevents,,,,
289,300,IV #3 [Site],,carevue,chartevents,,,,
290,301,IV #4 D/C Date,,carevue,chartevents,,,,
291,302,IV #4 Insert Date,,carevue,chartevents,,,,
292,303,IV #4 [Site],,carevue,chartevents,,,,
293,308,IV Drip Dose #1,,carevue,chartevents,,,,
294,309,IV Drip Dose #2,,carevue,chartevents,,,,
295,310,IV Drip Medication#1,,carevue,chartevents,,,,
296,311,IV Drip Medication#2,,carevue,chartevents,,,,
297,320,IV Site #1,,carevue,chartevents,,,,
298,321,IV Site #2,,carevue,chartevents,,,,
299,322,IV Site #3,,carevue,chartevents,,,,
300,323,IV Site #4,,carevue,chartevents,,,,
301,324,IV Site Appear #1,,carevue,chartevents,,,,
302,325,IV Site Appear #2,,carevue,chartevents,,,,
303,326,IV Site Appear #3,,carevue,chartevents,,,,
304,327,IV Site Appear #4,,carevue,chartevents,,,,
305,338,Imp Skin Cleanse #1,,carevue,chartevents,,,,
306,339,Imp Skin Cleanse #2,,carevue,chartevents,,,,
307,340,Imp Skin Cleanse #3,,carevue,chartevents,,,,
308,341,Imp Skin Cleanse #4,,carevue,chartevents,,,,
309,342,Imp Skin Cleanse #5,,carevue,chartevents,,,,
310,343,Imp Skin Cleanse #6,,carevue,chartevents,,,,
311,344,ImpSkin Character #1,,carevue,chartevents,,,,
312,345,ImpSkin Character #2,,carevue,chartevents,,,,
313,346,ImpSkin Character #3,,carevue,chartevents,,,,
314,347,ImpSkin Character #4,,carevue,chartevents,,,,
315,348,ImpSkin Character #5,,carevue,chartevents,,,,
316,349,ImpSkin Character #6,,carevue,chartevents,,,,
317,350,ImpSkin #3 [Drain],,carevue,chartevents,,,,
318,351,ImpSkin #6 [Drain],,carevue,chartevents,,,,
319,352,ImpSkin #1 [Drain],,carevue,chartevents,,,,
320,353,ImpSkin #2 [Drain],,carevue,chartevents,,,,
321,354,ImpSkin #4 [Drain],,carevue,chartevents,,,,
322,355,ImpSkin #5 [Drain],,carevue,chartevents,,,,
323,356,ImpSkin Treatment #1,,carevue,chartevents,,,,
324,357,ImpSkin Treatment #2,,carevue,chartevents,,,,
325,358,ImpSkin Treatment #3,,carevue,chartevents,,,,
326,359,ImpSkin Treatment #4,,carevue,chartevents,,,,
327,360,ImpSkin Treatment #5,,carevue,chartevents,,,,
328,361,ImpSkin Treatment #6,,carevue,chartevents,,,,
329,362,ImpSkin Wound Base#1,,carevue,chartevents,,,,
330,363,ImpSkin Wound Base#2,,carevue,chartevents,,,,
331,364,ImpSkin Wound Base#3,,carevue,chartevents,,,,
332,365,ImpSkin Wound Base#4,,carevue,chartevents,,,,
333,366,ImpSkin Wound Base#5,,carevue,chartevents,,,,
334,367,ImpSkin Wound Base#6,,carevue,chartevents,,,,
335,368,ImpSkin #1 [Width],,carevue,chartevents,,,,
336,369,ImpSkin #2 [Width],,carevue,chartevents,,,,
337,370,ImpSkin #3 [Width],,carevue,chartevents,,,,
338,371,ImpSkin #4 [Width],,carevue,chartevents,,,,
339,372,ImpSkin #5 [Width],,carevue,chartevents,,,,
340,373,ImpSkin #6 [Width],,carevue,chartevents,,,,
341,374,Impaired Skin Site#1,,carevue,chartevents,,,,
342,375,Impaired Skin Site#2,,carevue,chartevents,,,,
343,376,Impaired Skin Site#3,,carevue,chartevents,,,,
344,377,Impaired Skin Site#4,,carevue,chartevents,,,,
345,378,Impaired Skin Site#5,,carevue,chartevents,,,,
346,379,Impaired Skin Site#6,,carevue,chartevents,,,,
347,380,Inc Cleansing #1,,carevue,chartevents,,,,
348,381,Inc Cleansing #2,,carevue,chartevents,,,,
349,382,Inc Cleansing #3,,carevue,chartevents,,,,
350,383,Inc Cleansing #4,,carevue,chartevents,,,,
351,384,Inc Cleansing #5,,carevue,chartevents,,,,
352,385,Inc Cleansing #6,,carevue,chartevents,,,,
353,386,Inc #1 [Closure],,carevue,chartevents,,,,
354,387,Inc #2 [Closure],,carevue,chartevents,,,,
355,388,Inc #3 [Closure],,carevue,chartevents,,,,
356,389,Inc #4 [Closure],,carevue,chartevents,,,,
357,390,Inc #5 [Closure],,carevue,chartevents,,,,
358,391,Inc #6 [Closure],,carevue,chartevents,,,,
359,392,Inc #1 [Drainage],,carevue,chartevents,,,,
360,393,Inc #2 [Drainage],,carevue,chartevents,,,,
361,394,Inc #3 [Drainage],,carevue,chartevents,,,,
362,395,Inc #4 [Drainage],,carevue,chartevents,,,,
363,396,Inc #5 [Drainage],,carevue,chartevents,,,,
364,397,Inc #6 [Drainage],,carevue,chartevents,,,,
365,398,Inc #1 [Dressing],,carevue,chartevents,,,,
366,399,Inc #2 [Dressing],,carevue,chartevents,,,,
367,400,Inc #3 [Dressing],,carevue,chartevents,,,,
368,401,Inc #5 [Dressing],,carevue,chartevents,,,,
369,402,Inc #6 [Dressing],,carevue,chartevents,,,,
370,403,Inc #4 [Dressing],,carevue,chartevents,,,,
371,404,Inc/Wound Packing #1,,carevue,chartevents,,,,
372,405,Inc/Wound Packing #2,,carevue,chartevents,,,,
373,406,Inc/Wound Packing #3,,carevue,chartevents,,,,
374,407,Inc/Wound Packing #4,,carevue,chartevents,,,,
375,408,Inc/Wound Packing #5,,carevue,chartevents,,,,
376,409,Inc/Wound Packing #6,,carevue,chartevents,,,,
377,410,Incentive Spirometry,,carevue,chartevents,,,,
378,411,Incision/Wound #1,,carevue,chartevents,,,,
379,412,Incision/Wound #2,,carevue,chartevents,,,,
380,413,Incision/Wound #3,,carevue,chartevents,,,,
381,414,Incision/Wound #4,,carevue,chartevents,,,,
382,415,Incision/Wound #5,,carevue,chartevents,,,,
383,416,Incision/Wound #6,,carevue,chartevents,,,,
384,417,Inspired Gas Temp,,carevue,chartevents,,,,
385,418,Intubation Date,,carevue,chartevents,,,,
386,419,KneeImmobilizeLoc [Right],,carevue,chartevents,,,,
387,420,LAP,,carevue,chartevents,,,,
388,421,LCW,,carevue,chartevents,,,,
389,422,LCWI,,carevue,chartevents,,,,
390,423,LL Strength/Movement,,carevue,chartevents,,,,
391,424,LLE [Temp],,carevue,chartevents,,,,
392,425,LLL Lung Sounds,,carevue,chartevents,,,,
393,426,LU Strength/Movement,,carevue,chartevents,,,,
394,427,LUE [Temp],,carevue,chartevents,,,,
395,428,LUL Lung Sounds,,carevue,chartevents,,,,
396,429,LVAD Flow LPM,,carevue,chartevents,,,,
397,430,LVSW,,carevue,chartevents,,,,
398,431,LVSWI,,carevue,chartevents,,,,
399,432,Level of Conscious,,carevue,chartevents,,,,
400,434,Low Exhaled Min Vol,,carevue,chartevents,,,,
401,435,Low Exhaled Vt,,carevue,chartevents,,,,
402,436,Low Insp. Pressure,,carevue,chartevents,,,,
403,437,Low Peep,,carevue,chartevents,,,,
404,438,MAP,,carevue,chartevents,,,,
405,439,MDI #1 [Puff],,carevue,chartevents,,,,
406,440,MDI #2 [Puff],,carevue,chartevents,,,,
407,441,MDI #3 [Puff],,carevue,chartevents,,,,
408,442,Manual BP [Systolic],,carevue,chartevents,,,,
409,443,Manual BP Mean(calc),,carevue,chartevents,,,,
410,444,Mean Airway Pressure,,carevue,chartevents,,,,
411,445,Mech. Minute Volume,,carevue,chartevents,,,,
412,446,Micro-Neb Treatment,,carevue,chartevents,,,,
413,447,Minimal Leak Present,,carevue,chartevents,,,,
414,448,Minute Volume,,carevue,chartevents,,,,
415,449,Minute Volume (Set),,carevue,chartevents,,,,
416,450,Minute Volume(Obser),,carevue,chartevents,,,,
417,453,Motor Deficits,,carevue,chartevents,,,,
418,454,Motor Response,,carevue,chartevents,,,,
419,455,NBP [Systolic],,carevue,chartevents,,,,
420,456,NBP Mean,,carevue,chartevents,,,,
421,457,NMB Medication,,carevue,chartevents,,,,
422,458,Nares [Right],,carevue,chartevents,,,,
423,459,Neg Insp Force(>-25),,carevue,chartevents,,,,
424,460,Nerve Stimulated,,carevue,chartevents,,,,
425,461,Neuro Drain Drainage,,carevue,chartevents,,,,
426,462,Neuro Drain [Level],,carevue,chartevents,,,,
427,463,Neuro Drain Status,,carevue,chartevents,,,,
428,464,Neuro Drain Type,,carevue,chartevents,,,,
429,465,Neuro Symptoms,,carevue,chartevents,,,,
430,466,Nursing Consultation,,carevue,chartevents,,,,
431,467,O2 Delivery Device,,carevue,chartevents,,,,
432,468,O2 Delivery Device#2,,carevue,chartevents,,,,
433,469,O2 Delivery Mode,,carevue,chartevents,,,,
434,470,O2 Flow (lpm),,carevue,chartevents,,,,
435,471,O2 Flow (lpm) #2,,carevue,chartevents,,,,
436,472,O2AV,,carevue,chartevents,,,,
437,473,O2AVI,,carevue,chartevents,,,,
438,474,O2ER,,carevue,chartevents,,,,
439,477,Oral Care,,carevue,chartevents,,,,
440,478,Oral Cavity,,carevue,chartevents,,,,
441,479,Orientation,,carevue,chartevents,,,,
442,480,Orthostat BP sitting [Systolic],,carevue,chartevents,,,,
443,481,Orthostat HR sitting,,carevue,chartevents,,,,
444,482,OrthostatBP standing [Systolic],,carevue,chartevents,,,,
445,483,OrthostatHR standing,,carevue,chartevents,,,,
446,484,Orthostatic BP lying [Systolic],,carevue,chartevents,,,,
447,485,Orthostatic HR lying,,carevue,chartevents,,,,
448,486,Ostomy Care,,carevue,chartevents,,,,
449,487,Ostomy [Type],,carevue,chartevents,,,,
450,490,PAO2,,carevue,chartevents,,,,
451,491,PAP Mean,,carevue,chartevents,,,,
452,492,PAP [Systolic],,carevue,chartevents,,,,
453,493,PCA 1 Hr Limit (mg),,carevue,chartevents,,,,
454,494,PCA Basal Rate,,carevue,chartevents,,,,
455,495,PCA Bolus,,carevue,chartevents,,,,
456,496,PCA Dose,,carevue,chartevents,,,,
457,497,Patient controlled analgesia (PCA) [Inject],,carevue,chartevents,,,,
458,498,PCA Lockout (Min),,carevue,chartevents,,,,
459,499,PCA Medication,,carevue,chartevents,,,,
460,500,PCA Total Dose,,carevue,chartevents,,,,
461,501,PCV Exh Vt (Obser),,carevue,chartevents,,,,
462,502,PCV Insp Vt (Obser),,carevue,chartevents,,,,
463,503,PCV Set Insp. Press,,carevue,chartevents,,,,
464,504,PCWP,,carevue,chartevents,,,,
465,505,PEEP,,carevue,chartevents,,,,
466,506,PEEP Set,,carevue,chartevents,,,,
467,507,PIP,,carevue,chartevents,,,,
468,508,PT Splint #1 [Location],,carevue,chartevents,,,,
469,509,PT Splint #2 [Location],,carevue,chartevents,,,,
470,510,PT Splint #3 [Location],,carevue,chartevents,,,,
471,511,PT Splint #4 [Location],,carevue,chartevents,,,,
472,512,PVR,,carevue,chartevents,,,,
473,513,PVRI,,carevue,chartevents,,,,
474,515,Pacemaker Mode,,carevue,chartevents,,,,
475,516,Pacemaker Type,,carevue,chartevents,,,,
476,517,Pacer Rate,,carevue,chartevents,,,,
477,518,Pacer Wire Condition,,carevue,chartevents,,,,
478,519,Pacer Wires Atrial,,carevue,chartevents,,,,
479,520,Pacer Wires Ground,,carevue,chartevents,,,,
480,521,Pacer Wires Vent,,carevue,chartevents,,,,
481,522,Pain Cause,,carevue,chartevents,,,,
482,523,Pain Level (Movemnt),,carevue,chartevents,,,,
483,524,Pain Level (Rest),,carevue,chartevents,,,,
484,525,Pain Location,,carevue,chartevents,,,,
485,526,Pain Management [Route/Status #1],,carevue,chartevents,,,,
486,527,Pain Type,,carevue,chartevents,,,,
487,529,Pause Time %,,carevue,chartevents,,,,
488,530,Peak Flow,,carevue,chartevents,,,,
489,531,Peak Flow % (pred),,carevue,chartevents,,,,
490,532,Peak Flow (Calc),,carevue,chartevents,,,,
491,533,Peak Flow (Pred),,carevue,chartevents,,,,
492,534,Peak Flow (actual),,carevue,chartevents,,,,
